date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:32:51	139757/139757	---M-Z	200	added ('OK')	text/css	etag:%22221ed-600a883b-6c49bd12651be8c2;gz%22	http://pointclock.online/wp-content/uploads/jupiterx/compiler/jupiterx/e84915c.css?ver=1.19.4	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/uploads/jupiterx/compiler/jupiterx/e84915c782e.css	(from http://pointclock.online/)
13:32:51	144322/144322	---M-Z	200	added ('OK')	image/svg+xml	etag:%22233c2-6008f73a-95edf585b3731596;gz%22	http://pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	(from http://pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.12.0)
13:33:08	98996/98996	---M--	200	added ('OK')	application/font-woff	etag:%22182b4-6008f73a-59517c9e7c67aba5;;;%22	http://pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.woff	(from http://pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.12.0)
13:33:08	102204/102204	---M--	200	added ('OK')	application/font-woff	etag:%2218f3c-6008f73e-d66871c5b48d4227;;;%22	http://pointclock.online/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.9.1	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsc2cd.woff	(from http://pointclock.online/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.9.1)
13:33:15	303320/303320	---M--	200	added ('OK')	image/png	etag:%224a0d8-60093661-ba71e80b13d05746;;;%22	http://pointclock.online/wp-content/uploads/2021/01/ets-point-1024x1024.png	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/uploads/2021/01/ets-point-1024x1024.png	(from http://pointclock.online/)
13:33:18	89100/89100	---M--	200	added ('OK')	application/font-woff	etag:%2215c0c-6008f73a-6cedf3196344259a;;;%22	http://pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	(from http://pointclock.online/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.12.0)
13:33:46	1031796/1031796	---M--	200	added ('OK')	image/png	etag:%22fbe74-60091a11-cffefec8eb778242;;;%22	http://pointclock.online/wp-content/uploads/2021/01/OLR.png	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/uploads/2021/01/OLR.png	(from http://pointclock.online/)
13:33:46	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-5d2431a6-d520b0c14e5005f6;gz%22	http://pointclock.online/version/	C:/My%20Web%20Sites/Pointclock/pointclock.online/version/index-2.html	(from http://pointclock.online/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=5.3.6)
13:33:48	14620/14620	---M--	200	added ('OK')	font/woff2	etag:%22391c-6008fd52-122375ab16c34208;;;%22	http://pointclock.online/wp-content/themes/jupiterx-lite/lib/assets/fonts/jupiterx.woff2	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/themes/jupiterx-lite/lib/assets/fonts/jupiterx.woff2	(from http://pointclock.online/wp-content/uploads/jupiterx/compiler/jupiterx/e84915c.css?ver=1.19.4)
13:33:49	26000/26000	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226590-6008fd52-c6543be74658531d;;;%22	http://pointclock.online/wp-content/themes/jupiterx-lite/lib/assets/fonts/jupiterx.eot	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/themes/jupiterx-lite/lib/assets/fonts/jupiterx.eot	(from http://pointclock.online/wp-content/uploads/jupiterx/compiler/jupiterx/e84915c.css?ver=1.19.4)
13:33:49	16772/16772	---M--	200	added ('OK')	application/font-woff	etag:%224184-6008fd52-df88814475450ab2;;;%22	http://pointclock.online/wp-content/themes/jupiterx-lite/lib/assets/fonts/jupiterx.woff	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/themes/jupiterx-lite/lib/assets/fonts/jupiterx.woff	(from http://pointclock.online/wp-content/uploads/jupiterx/compiler/jupiterx/e84915c.css?ver=1.19.4)
13:33:50	169743/169743	---M-Z	200	added ('OK')	image/svg+xml	etag:%222970f-6008fd52-d18fcd99374cbeea;gz%22	http://pointclock.online/wp-content/themes/jupiterx-lite/lib/assets/fonts/jupiterx.svg	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/themes/jupiterx-lite/lib/assets/fonts/jupiterx.svg	(from http://pointclock.online/wp-content/uploads/jupiterx/compiler/jupiterx/e84915c.css?ver=1.19.4)
13:33:50	26000/26000	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226590-6008fd52-c6543be74658531d;;;%22	http://pointclock.online/wp-content/themes/jupiterx-lite/lib/assets/fonts/jupiterx.eot?	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/themes/jupiterx-lite/lib/assets/fonts/jupiterxd41d.eot	(from http://pointclock.online/wp-content/uploads/jupiterx/compiler/jupiterx/e84915c.css?ver=1.19.4)
13:33:51	25832/25832	---M--	200	added ('OK')	application/x-font-ttf	etag:%2264e8-6008fd52-ec4994ab08dd56be;;;%22	http://pointclock.online/wp-content/themes/jupiterx-lite/lib/assets/fonts/jupiterx.ttf	C:/My%20Web%20Sites/Pointclock/pointclock.online/wp-content/themes/jupiterx-lite/lib/assets/fonts/jupiterx.ttf	(from http://pointclock.online/wp-content/uploads/jupiterx/compiler/jupiterx/e84915c.css?ver=1.19.4)
